id,name,store_revenue,store_size,temp,variety_score,quality_range,shop_area,city_tier,availability,discounts,weekday_sales,weekend_sales,total_sales,location
9096,Store_9095,63917.9,Mid,Low,6,3,1942.89,3,Online,55,1502.19,652.42,9675.88,Downtown
9097,Store_9096,46151.3,Large,High,3,7,1444.91,2,Offline,56,9051.45,8423.3,14303.0,Outskirts
9098,Store_9097,17660.5,Small,Mid,6,5,1354.77,3,Online,5,9707.09,6842.52,9320.43,Downtown
9099,Store_9098,98702.8,Large,Mid,9,3,1779.07,2,Online,77,5893.04,6301.16,3956.47,Downtown
9100,Store_9099,42560.1,Large,Mid,0,3,841.18,1,Offline,60,1342.18,8379.93,13298.8,Outskirts
9101,Store_9100,31695.7,Small,Low,0,6,1697.07,2,Offline,32,1076.19,5197.23,11353.8,Outskirts
9102,Store_9101,48539.0,Small,High,0,3,1228.77,1,Online,20,6029.11,3850.06,4627.8,Outskirts
9103,Store_9102,24806.8,Mid,High,1,4,1276.65,3,Online,73,2428.72,9922.22,5683.09,Downtown
9104,Store_9103,75044.4,Mid,Mid,0,6,1968.26,1,Online,0,6661.53,3163.37,14303.3,Downtown
9105,Store_9104,66797.2,Large,Low,9,2,1174.92,1,Offline,95,1741.68,9801.49,4890.18,Outskirts
9106,Store_9105,54336.1,Small,Mid,4,3,1117.23,2,Offline,34,7073.02,5075.64,9028.04,Outskirts
9107,Store_9106,82278.8,Small,Low,9,9,1640.64,2,Offline,60,2989.16,6799.41,10279.2,Outskirts
9108,Store_9107,60479.8,Large,Mid,3,6,187.56,2,Offline,54,591.94,6416.13,3480.55,Outskirts
9109,Store_9108,77936.7,Mid,Low,9,2,785.56,1,Online,37,1344.74,5296.97,9212.96,Downtown
9110,Store_9109,87112.0,Mid,High,4,7,113.77,1,Offline,29,1752.54,9648.04,10451.3,Downtown
9111,Store_9110,88732.2,Mid,Low,9,6,579.33,3,Offline,92,7871.55,1984.1,10182.8,Outskirts
9112,Store_9111,12044.2,Mid,High,8,4,1346.48,1,Offline,27,8128.23,2477.82,8993.0,Outskirts
9113,Store_9112,12828.0,Mid,Mid,1,2,1683.19,2,Online,83,9610.22,3232.23,12586.2,Downtown
9114,Store_9113,62689.4,Small,High,1,7,183.98,1,Online,89,3253.32,9448.54,17650.8,Downtown
9115,Store_9114,44562.1,Small,Mid,4,6,1693.1,1,Online,33,4773.27,3832.35,6954.49,Downtown
9116,Store_9115,66478.0,Small,Mid,3,9,596.49,3,Online,63,8061.02,1579.2,5739.85,Outskirts
9117,Store_9116,92990.8,Small,Mid,6,1,1947.45,2,Offline,73,7051.34,3472.71,15639.0,Outskirts
9118,Store_9117,23060.2,Small,High,9,0,1503.16,2,Offline,46,3949.06,5691.41,12584.8,Downtown
9119,Store_9118,20022.8,Mid,Mid,10,2,744.29,1,Online,18,908.01,8597.5,7188.33,Outskirts
9120,Store_9119,79948.7,Mid,Mid,4,1,517.48,3,Offline,6,716.81,1357.21,13142.0,Downtown
9121,Store_9120,19066.3,Small,Mid,3,0,496.0,1,Offline,75,9809.1,6726.46,4350.57,Downtown
9122,Store_9121,26278.9,Large,Mid,3,5,970.48,3,Online,88,361.22,5055.89,10507.2,Downtown
9123,Store_9122,23134.9,Large,Mid,4,5,359.68,2,Offline,89,5382.17,241.68,7946.35,Outskirts
9124,Store_9123,79293.9,Mid,Mid,9,10,231.42,3,Online,71,881.36,2782.87,9072.84,Downtown
9125,Store_9124,35035.5,Small,Mid,10,10,1348.05,2,Offline,84,4236.8,5934.24,13962.0,Outskirts
9126,Store_9125,94150.5,Mid,High,3,6,1614.3,2,Online,21,6475.73,5979.87,4593.28,Downtown
9127,Store_9126,37826.0,Small,High,5,1,896.25,2,Offline,65,4815.25,4544.58,15529.1,Outskirts
9128,Store_9127,87863.6,Mid,Low,6,4,920.14,3,Online,26,7335.03,8619.98,10908.9,Downtown
9129,Store_9128,70882.3,Large,Mid,6,7,1654.85,3,Online,81,371.83,7141.23,7220.31,Downtown
9130,Store_9129,7920.28,Small,Low,8,4,894.15,1,Online,96,6825.26,5391.51,12116.0,Downtown
9131,Store_9130,1274.19,Small,Mid,7,0,217.19,2,Offline,44,415.15,8340.45,9119.56,Downtown
9132,Store_9131,37280.2,Mid,Mid,8,2,1061.79,1,Offline,5,3713.41,6691.65,4233.2,Outskirts
9133,Store_9132,30633.8,Small,Low,6,8,1650.55,3,Offline,20,1196.91,9357.26,12601.8,Downtown
9134,Store_9133,87020.6,Mid,Low,3,7,1245.98,3,Online,29,3292.63,7417.47,11604.4,Downtown
9135,Store_9134,40468.3,Small,Mid,9,7,1503.99,3,Online,40,1105.14,3031.32,11753.1,Outskirts
9136,Store_9135,17445.2,Mid,High,3,8,1411.2,1,Online,2,6619.82,2268.85,10702.3,Outskirts
9137,Store_9136,91125.3,Large,Mid,8,2,1532.34,1,Offline,12,3711.6,4646.96,8459.11,Downtown
9138,Store_9137,88004.1,Mid,Mid,6,4,441.25,3,Online,68,8258.64,913.61,13911.9,Outskirts
9139,Store_9138,74530.6,Mid,Low,1,3,185.92,2,Online,51,3032.14,9530.02,13932.0,Downtown
9140,Store_9139,18177.9,Small,Mid,3,10,1471.03,3,Offline,74,8671.03,1357.69,8579.12,Downtown
9141,Store_9140,22521.7,Small,Mid,3,2,1086.61,3,Offline,61,1499.59,8933.12,5601.62,Outskirts
9142,Store_9141,63629.9,Mid,High,8,7,253.01,2,Online,91,3438.4,9633.91,9424.43,Outskirts
9143,Store_9142,77261.5,Small,High,2,3,1496.99,3,Online,20,5305.34,198.27,8157.24,Outskirts
9144,Store_9143,21716.0,Small,High,10,9,1005.0,3,Offline,47,6143.79,6458.79,13599.1,Downtown
9145,Store_9144,71642.1,Large,High,1,6,864.89,2,Offline,90,6789.27,6926.36,4704.83,Downtown
9146,Store_9145,45387.7,Mid,High,1,9,174.88,2,Offline,86,4568.08,6811.45,1983.65,Downtown
9147,Store_9146,64793.2,Large,Mid,8,6,1196.62,1,Online,9,1228.26,2807.72,3499.83,Outskirts
9148,Store_9147,39045.8,Mid,Low,7,1,1544.31,2,Offline,91,7056.82,7950.88,17651.0,Downtown
9149,Store_9148,8159.11,Mid,Mid,9,9,782.29,2,Offline,67,3955.52,9360.74,12540.6,Outskirts
9150,Store_9149,60194.4,Large,Low,3,3,1128.93,3,Offline,67,3844.65,8946.03,13239.1,Downtown
9151,Store_9150,66003.4,Mid,High,6,3,54.56,3,Offline,58,2001.66,2223.21,13396.8,Downtown
9152,Store_9151,97204.6,Large,High,7,5,1386.87,3,Offline,38,352.29,9884.47,12339.5,Outskirts
9153,Store_9152,96456.1,Small,Low,8,7,62.92,1,Online,62,6692.41,4770.35,7636.08,Downtown
9154,Store_9153,17364.2,Small,Mid,5,10,1084.03,2,Offline,60,8474.19,4373.88,14359.3,Outskirts
9155,Store_9154,49721.1,Mid,High,3,2,313.86,3,Online,32,2894.46,4423.47,7233.32,Downtown
9156,Store_9155,17767.8,Small,Mid,7,2,51.71,1,Offline,73,550.63,573.72,4879.16,Downtown
9157,Store_9156,60229.0,Mid,Low,3,4,1928.95,2,Online,69,4553.52,2073.75,12927.9,Outskirts
9158,Store_9157,34104.2,Mid,Low,5,9,1783.34,3,Offline,72,6327.83,130.34,7718.12,Downtown
9159,Store_9158,96756.7,Large,Mid,8,5,354.67,1,Offline,60,452.88,3843.59,15724.9,Downtown
9160,Store_9159,50546.0,Mid,Mid,5,5,200.92,3,Offline,38,6317.79,163.3,8788.97,Outskirts
9161,Store_9160,62209.1,Mid,Mid,3,0,314.93,2,Offline,1,4126.47,9827.16,12157.0,Outskirts
9162,Store_9161,94657.5,Small,High,9,6,317.37,3,Online,41,6698.35,985.0,14224.7,Downtown
9163,Store_9162,61358.6,Large,High,3,10,1819.63,2,Online,83,1526.28,2435.99,7898.8,Downtown
9164,Store_9163,45318.1,Mid,Mid,3,1,1601.91,2,Offline,96,1396.31,8029.44,12761.5,Outskirts
9165,Store_9164,27953.1,Small,Low,2,5,1524.14,1,Online,43,497.27,8976.57,5016.4,Downtown
9166,Store_9165,28930.2,Mid,Mid,4,5,515.19,3,Online,26,9572.12,204.19,10714.8,Downtown
9167,Store_9166,62570.8,Large,Mid,9,9,1167.32,2,Online,18,957.78,8856.36,3381.9,Outskirts
9168,Store_9167,6873.21,Large,High,4,1,687.3,1,Online,9,128.22,7362.77,7686.93,Downtown
9169,Store_9168,24317.3,Mid,Low,3,7,965.25,1,Offline,59,436.98,3945.76,8869.87,Downtown
9170,Store_9169,18763.8,Mid,Mid,4,7,845.39,3,Online,47,6795.14,9641.32,8603.02,Downtown
9171,Store_9170,44835.6,Large,Low,8,8,879.68,3,Offline,55,3467.95,691.63,5050.73,Outskirts
9172,Store_9171,49081.4,Mid,High,7,2,333.81,3,Offline,55,2270.13,4671.28,15262.3,Outskirts
9173,Store_9172,38676.8,Mid,Mid,0,10,1450.9,2,Offline,82,2883.21,9561.51,17462.9,Outskirts
9174,Store_9173,76418.4,Small,Low,7,9,719.09,1,Online,13,8782.93,9888.1,9185.93,Outskirts
9175,Store_9174,41973.1,Mid,High,3,0,445.48,3,Offline,66,6746.76,3973.62,14846.0,Downtown
9176,Store_9175,68823.6,Mid,Mid,3,9,912.08,2,Online,50,8721.08,8682.21,7440.28,Downtown
9177,Store_9176,38169.0,Small,Low,5,6,385.8,1,Online,44,302.0,7748.69,14978.6,Outskirts
9178,Store_9177,18430.8,Mid,High,8,3,375.32,3,Online,44,7549.94,4400.48,11913.9,Downtown
9179,Store_9178,20608.4,Small,Mid,8,3,374.32,3,Online,8,2028.45,7311.22,1790.94,Outskirts
9180,Store_9179,40822.5,Large,High,10,10,89.17,1,Offline,42,4201.87,8211.11,16666.4,Outskirts
9181,Store_9180,2123.93,Large,Mid,0,7,897.14,3,Offline,43,1252.08,2851.88,4263.26,Downtown
9182,Store_9181,52751.8,Mid,High,8,5,376.76,2,Online,17,1541.9,2079.63,7895.85,Outskirts
9183,Store_9182,28277.5,Small,Low,9,3,78.59,1,Offline,95,7054.34,6781.75,5929.23,Downtown
9184,Store_9183,84503.7,Mid,Low,7,4,417.21,3,Offline,100,5497.16,7574.01,5849.46,Downtown
9185,Store_9184,40805.7,Large,High,6,7,1101.51,3,Offline,57,437.41,4608.29,6950.52,Outskirts
9186,Store_9185,54298.7,Large,High,8,8,637.36,1,Online,17,6804.46,8810.34,5798.96,Downtown
9187,Store_9186,84589.1,Mid,Mid,9,1,325.51,1,Online,11,9150.35,2335.75,6558.89,Outskirts
9188,Store_9187,82710.5,Mid,High,2,9,1263.87,2,Online,4,7647.1,6704.04,3061.23,Outskirts
9189,Store_9188,57280.7,Mid,Low,10,3,1057.53,3,Online,66,7414.01,7323.18,14073.7,Downtown
9190,Store_9189,85873.6,Mid,High,0,1,1478.61,1,Offline,74,728.56,1103.08,6069.07,Outskirts
9191,Store_9190,35199.0,Mid,Low,3,1,1352.18,1,Online,73,1358.03,4673.03,11927.3,Outskirts
9192,Store_9191,71311.3,Small,Low,8,2,1391.33,3,Online,95,7704.79,252.24,15924.1,Downtown
9193,Store_9192,36990.3,Mid,Low,4,6,895.71,2,Online,54,673.14,6826.66,3203.2,Downtown
9194,Store_9193,40575.5,Large,Mid,6,6,596.82,2,Online,31,8534.11,3406.16,6952.35,Outskirts
9195,Store_9194,78981.7,Large,Mid,9,8,691.26,2,Offline,84,8284.54,6403.91,13183.8,Downtown
9196,Store_9195,82051.5,Small,Low,5,2,1399.36,3,Offline,7,3977.32,7304.48,6129.21,Outskirts
9197,Store_9196,2962.07,Small,Low,0,9,171.23,3,Offline,67,5804.9,8817.41,14081.8,Downtown
9198,Store_9197,91228.1,Large,Mid,3,5,1745.61,3,Online,89,3956.85,3008.05,9294.18,Outskirts
9199,Store_9198,11923.1,Mid,Mid,0,2,1756.46,3,Offline,62,2428.06,3257.12,13837.4,Downtown
9200,Store_9199,41681.0,Mid,Mid,10,5,968.6,3,Online,60,1515.29,9198.91,2595.35,Downtown
9201,Store_9200,16965.0,Small,Mid,9,1,77.92,3,Online,22,7135.7,8906.5,12332.9,Downtown
9202,Store_9201,28841.1,Mid,Mid,1,3,675.05,2,Online,67,568.57,2329.55,12363.6,Outskirts
9203,Store_9202,62440.3,Small,Mid,6,9,1224.65,1,Offline,4,8194.86,9544.7,10499.3,Downtown
9204,Store_9203,16449.1,Mid,Mid,5,7,1750.88,2,Online,0,3860.03,8716.82,6773.52,Downtown
9205,Store_9204,74696.0,Mid,High,7,0,164.99,1,Offline,32,2865.78,4319.12,4932.21,Outskirts
9206,Store_9205,68730.0,Small,High,1,2,1389.88,3,Offline,64,8352.03,2523.97,16110.7,Outskirts
9207,Store_9206,58761.2,Small,Low,1,3,116.62,1,Online,12,4022.7,6174.61,14406.0,Outskirts
9208,Store_9207,4478.67,Large,Low,3,5,1353.84,3,Offline,60,3469.45,9170.79,6261.11,Downtown
9209,Store_9208,74579.6,Mid,High,6,7,1198.35,3,Online,89,9393.14,332.18,7492.35,Outskirts
9210,Store_9209,7168.38,Mid,Mid,8,6,1001.38,3,Online,30,2405.42,2780.84,11285.1,Outskirts
9211,Store_9210,39182.7,Mid,Low,3,3,861.1,1,Offline,95,6228.54,2652.88,8314.21,Downtown
9212,Store_9211,4966.76,Small,Low,5,9,1362.47,3,Offline,43,2723.5,398.76,10543.5,Outskirts
9213,Store_9212,81953.7,Mid,Mid,8,6,1345.85,2,Online,31,4832.62,4653.12,18147.1,Outskirts
9214,Store_9213,86296.6,Large,Mid,7,5,1332.4,3,Online,33,2231.28,910.86,13430.2,Downtown
9215,Store_9214,15270.8,Small,High,8,3,257.25,2,Offline,87,1168.05,9428.48,5144.05,Outskirts
9216,Store_9215,64537.9,Small,Low,9,8,898.63,3,Online,72,4272.26,9595.46,13176.8,Outskirts
9217,Store_9216,18495.7,Mid,High,2,5,1574.9,2,Offline,55,1609.42,1143.85,1214.49,Downtown
9218,Store_9217,67513.9,Mid,High,10,10,205.84,2,Online,93,4327.5,3765.94,13185.3,Downtown
9219,Store_9218,75311.2,Mid,Mid,4,6,1377.65,3,Online,84,518.7,7097.65,13300.0,Outskirts
9220,Store_9219,5108.65,Small,Mid,10,10,1499.95,3,Online,76,8986.37,2277.5,7937.66,Downtown
9221,Store_9220,14793.1,Mid,Low,10,4,1995.35,3,Online,50,9038.35,148.38,8915.94,Downtown
9222,Store_9221,68573.0,Large,Low,7,4,1426.96,2,Offline,42,3173.87,2996.5,13175.7,Outskirts
9223,Store_9222,18133.6,Mid,High,9,1,384.17,2,Offline,81,4859.57,9974.14,12829.6,Outskirts
9224,Store_9223,91470.9,Large,High,1,5,548.38,3,Offline,60,861.59,6015.17,17501.1,Downtown
9225,Store_9224,45531.3,Small,Mid,9,8,484.75,3,Online,87,5885.74,3431.42,15705.1,Outskirts
9226,Store_9225,8153.84,Small,High,5,6,578.92,2,Online,6,1239.22,3965.63,14765.9,Outskirts
9227,Store_9226,90633.7,Small,Mid,10,5,1382.61,3,Offline,62,9995.85,1608.36,11300.3,Downtown
9228,Store_9227,44007.4,Mid,Low,7,9,737.86,1,Offline,14,5494.07,3046.36,12358.5,Outskirts
9229,Store_9228,44512.6,Small,Mid,7,9,1072.72,3,Online,79,5814.61,5269.5,17113.6,Downtown
9230,Store_9229,6622.22,Mid,Mid,5,10,448.93,1,Online,42,8934.02,2016.42,11730.9,Outskirts
9231,Store_9230,86194.2,Mid,Mid,5,9,225.96,3,Online,3,8257.59,173.64,13751.6,Outskirts
9232,Store_9231,21045.7,Small,High,9,4,1214.91,3,Offline,46,1580.66,3828.85,4927.12,Downtown
9233,Store_9232,43122.5,Large,Low,4,2,1815.87,3,Online,21,908.57,7712.9,12994.1,Downtown
9234,Store_9233,24350.1,Small,Low,7,6,140.44,2,Offline,99,4143.93,1070.25,3105.97,Outskirts
9235,Store_9234,67116.2,Small,Mid,1,8,1283.0,3,Offline,94,1806.02,648.6,14003.9,Downtown
9236,Store_9235,55623.1,Small,Mid,8,10,993.31,2,Online,3,1518.94,6189.77,10382.9,Downtown
9237,Store_9236,74186.1,Mid,High,6,7,976.86,2,Offline,8,7294.23,3926.2,13611.3,Downtown
9238,Store_9237,96608.0,Large,High,9,6,374.88,1,Online,88,5700.53,2171.73,4827.32,Downtown
9239,Store_9238,36887.6,Small,Mid,4,2,1890.11,1,Online,5,9540.41,5995.98,9264.15,Downtown
9240,Store_9239,81400.9,Small,Low,8,3,387.67,3,Offline,27,3836.72,761.67,10204.2,Outskirts
9241,Store_9240,76595.1,Mid,Mid,6,4,266.67,2,Offline,48,4982.53,278.47,16133.0,Outskirts
9242,Store_9241,81703.2,Mid,Mid,6,3,1841.77,2,Online,52,1232.82,243.06,13372.0,Downtown
9243,Store_9242,30594.5,Small,Low,2,4,290.32,2,Online,68,6370.75,1463.28,13234.9,Outskirts
9244,Store_9243,80158.6,Small,High,1,5,81.19,3,Online,85,1159.88,9842.79,6577.61,Outskirts
9245,Store_9244,99371.6,Mid,Low,1,6,1579.43,1,Offline,44,4381.22,8472.35,10591.4,Downtown
9246,Store_9245,64424.6,Mid,Low,2,9,1339.35,3,Online,88,2371.57,5340.58,11707.4,Outskirts
9247,Store_9246,12000.6,Small,Low,0,2,324.98,3,Offline,84,5080.78,9932.22,7715.8,Outskirts
9248,Store_9247,81542.9,Large,Mid,8,10,887.76,2,Online,98,6988.55,5496.86,12021.4,Downtown
9249,Store_9248,65801.4,Mid,Low,3,4,1784.8,1,Offline,61,9807.16,930.81,6302.99,Outskirts
9250,Store_9249,87606.9,Mid,Low,2,0,1312.34,3,Offline,67,6155.63,489.89,10625.8,Outskirts
9251,Store_9250,78123.4,Mid,Mid,4,0,168.4,1,Online,45,1846.05,5437.28,3977.78,Downtown
9252,Store_9251,24252.1,Mid,Low,9,6,440.3,1,Offline,6,9985.51,7935.45,14018.2,Outskirts
9253,Store_9252,13316.8,Mid,Mid,9,6,1057.07,3,Online,6,1811.99,6862.81,13380.1,Outskirts
9254,Store_9253,11734.7,Small,Low,5,9,1834.32,3,Online,17,1786.27,3387.52,9110.27,Outskirts
9255,Store_9254,28101.1,Mid,High,4,10,1215.19,1,Offline,86,7460.79,1527.34,5244.11,Downtown
9256,Store_9255,7592.58,Mid,Low,1,6,551.0,2,Online,17,6159.1,5467.85,16268.2,Outskirts
9257,Store_9256,34078.1,Small,Mid,7,1,986.7,1,Offline,56,9182.24,9094.04,10258.9,Downtown
9258,Store_9257,12259.0,Small,Low,8,4,1648.39,3,Offline,10,3484.77,4105.95,17734.6,Downtown
9259,Store_9258,6711.45,Mid,Mid,0,0,296.73,2,Online,79,1344.2,2616.99,16063.2,Downtown
9260,Store_9259,17523.3,Small,Mid,7,7,523.0,1,Offline,75,5909.32,6806.34,7403.3,Downtown
9261,Store_9260,82349.7,Small,High,10,4,524.3,3,Offline,37,4217.7,9522.03,12176.1,Downtown
9262,Store_9261,71645.8,Mid,Low,7,5,789.55,2,Online,36,3683.85,7325.99,11992.3,Outskirts
9263,Store_9262,36305.3,Mid,Low,2,0,1281.83,1,Online,1,4152.45,230.37,9976.02,Outskirts
9264,Store_9263,72751.9,Mid,Mid,6,2,911.67,2,Online,8,4173.28,8070.82,13393.0,Outskirts
9265,Store_9264,4790.8,Small,High,10,5,1489.81,1,Offline,24,9295.72,9072.14,7624.98,Downtown
9266,Store_9265,94275.7,Large,Low,8,0,1473.17,2,Online,24,1133.47,7976.19,16054.6,Downtown
9267,Store_9266,64217.7,Small,Mid,6,5,1622.8,2,Online,80,8154.82,6815.11,16721.4,Downtown
9268,Store_9267,54588.8,Large,High,7,4,1528.86,2,Online,11,5031.51,1695.09,4000.25,Outskirts
9269,Store_9268,93114.6,Mid,Low,1,4,1147.97,3,Offline,14,1439.59,2677.6,15982.6,Downtown
9270,Store_9269,92551.7,Small,Low,8,1,337.44,2,Offline,8,3951.02,7098.54,10942.3,Outskirts
9271,Store_9270,27630.0,Mid,Mid,2,1,296.1,1,Online,2,2741.94,2697.35,12873.6,Outskirts
9272,Store_9271,25649.4,Small,Mid,1,4,1158.71,2,Online,35,4089.41,9662.48,8377.42,Outskirts
9273,Store_9272,21700.4,Mid,Mid,5,0,1289.62,1,Offline,87,4120.07,4434.09,15159.1,Downtown
9274,Store_9273,33225.0,Small,Low,9,2,920.28,3,Online,1,538.88,1973.85,13194.1,Outskirts
9275,Store_9274,78233.4,Mid,Mid,10,9,1168.74,1,Offline,1,4060.94,9600.67,7221.17,Downtown
9276,Store_9275,48061.3,Small,Low,9,3,1889.25,3,Offline,61,1169.66,7164.59,3390.04,Downtown
9277,Store_9276,7639.46,Mid,Mid,7,7,1253.01,3,Offline,90,2985.65,7732.79,15743.7,Outskirts
9278,Store_9277,27016.5,Small,Mid,7,8,1773.89,1,Offline,88,5862.05,2751.16,7664.38,Outskirts
9279,Store_9278,65395.7,Small,Mid,4,10,1499.8,3,Online,70,3917.65,8280.2,13747.7,Outskirts
9280,Store_9279,5712.48,Small,Mid,4,5,696.48,1,Offline,15,6149.47,6047.18,2383.35,Downtown
9281,Store_9280,54968.8,Large,Low,3,6,1990.74,1,Offline,38,9160.21,4444.59,13820.0,Outskirts
9282,Store_9281,66756.6,Mid,Low,3,3,1556.76,3,Online,24,6365.51,4503.89,6325.69,Outskirts
9283,Store_9282,57181.8,Mid,Mid,2,4,987.2,1,Offline,76,4717.95,605.62,9928.81,Outskirts
9284,Store_9283,94854.5,Large,Mid,10,9,447.66,2,Offline,34,7889.4,8987.72,10859.2,Outskirts
9285,Store_9284,93972.9,Mid,Mid,0,9,361.37,1,Offline,97,9119.35,6736.54,7138.17,Downtown
9286,Store_9285,53283.9,Mid,High,6,4,770.8,2,Offline,72,5552.02,6071.18,3885.5,Downtown
9287,Store_9286,73869.2,Large,Low,6,9,913.63,2,Offline,64,4396.52,2666.56,11959.8,Downtown
9288,Store_9287,35157.0,Large,Mid,4,2,1317.15,2,Online,73,6225.66,9107.41,14338.4,Downtown
9289,Store_9288,78204.2,Small,Low,7,8,1818.53,1,Online,14,3414.98,2443.68,3809.71,Outskirts
9290,Store_9289,39956.2,Large,High,0,9,1969.99,2,Online,33,6363.8,1769.86,11737.7,Outskirts
9291,Store_9290,66881.4,Large,Mid,9,3,280.49,2,Offline,43,5486.33,4263.42,5758.47,Outskirts
9292,Store_9291,94357.4,Mid,Mid,7,4,169.25,3,Offline,47,3407.6,2569.14,7330.03,Downtown
9293,Store_9292,79129.7,Small,Mid,5,9,1733.93,3,Online,85,2605.07,7138.86,16457.9,Downtown
9294,Store_9293,68474.1,Mid,Low,2,8,1010.55,1,Offline,43,358.08,8412.07,2180.56,Outskirts
9295,Store_9294,96855.4,Large,Low,1,8,1567.99,2,Offline,23,4007.32,2952.07,6874.08,Outskirts
9296,Store_9295,35096.3,Large,High,1,0,280.76,2,Online,96,5849.22,405.66,13866.8,Downtown
9297,Store_9296,12862.2,Mid,Mid,6,3,1247.14,1,Online,99,5940.92,9956.13,2779.03,Downtown
9298,Store_9297,4963.11,Small,Low,6,0,1372.85,1,Offline,53,8943.67,8896.46,9218.38,Outskirts
9299,Store_9298,82066.1,Mid,High,8,10,1365.98,2,Online,84,4871.18,8900.43,13330.4,Downtown
9300,Store_9299,22900.9,Small,Low,8,9,420.2,1,Online,27,2249.42,2749.2,13238.8,Outskirts
9301,Store_9300,57371.6,Mid,Low,6,1,1432.89,1,Offline,37,4983.61,3675.88,8843.83,Downtown
9302,Store_9301,15067.3,Large,Mid,7,1,1199.34,2,Offline,16,6218.96,6045.37,10983.8,Outskirts
9303,Store_9302,47545.9,Mid,Mid,3,6,345.65,3,Online,36,1088.89,4223.95,14546.7,Downtown
9304,Store_9303,90623.9,Mid,Low,8,0,1693.8,1,Online,92,4278.77,3680.41,11753.1,Outskirts
9305,Store_9304,62369.0,Mid,Mid,8,9,1907.82,1,Online,37,2491.79,1104.69,13974.5,Downtown
9306,Store_9305,65596.4,Small,Mid,6,7,1647.63,3,Online,71,6056.05,8822.4,9696.06,Downtown
9307,Store_9306,88897.9,Mid,Mid,4,5,376.92,2,Offline,82,2500.87,7562.27,9965.8,Downtown
9308,Store_9307,18230.2,Small,High,7,8,1973.44,2,Offline,7,5000.43,2450.51,15055.9,Downtown
9309,Store_9308,4343.31,Mid,Mid,5,6,729.49,3,Offline,37,2855.67,2769.91,12785.6,Outskirts
9310,Store_9309,97289.6,Small,High,8,10,1213.93,1,Online,15,3709.71,3828.72,16100.7,Downtown
9311,Store_9310,13790.9,Mid,Low,8,10,870.92,1,Offline,3,9950.48,8734.32,6517.98,Outskirts
9312,Store_9311,14497.2,Small,Low,8,1,656.25,1,Online,70,3140.81,4522.96,5485.3,Outskirts
9313,Store_9312,19591.5,Mid,Mid,3,1,983.84,1,Offline,23,4945.84,7645.53,7804.23,Outskirts
9314,Store_9313,23579.5,Mid,Low,5,5,1732.55,3,Offline,2,2652.29,2345.98,5000.32,Downtown
9315,Store_9314,32044.2,Large,Mid,9,9,1328.3,3,Offline,56,1897.7,2514.57,13234.7,Outskirts
9316,Store_9315,1136.6,Mid,High,10,4,542.54,1,Offline,83,3161.5,727.43,11533.7,Downtown
9317,Store_9316,78929.0,Small,Low,5,9,1840.01,1,Online,25,4946.78,7069.73,2140.67,Downtown
9318,Store_9317,41872.4,Mid,Mid,10,2,134.14,2,Offline,71,8098.28,9264.16,4663.38,Downtown
9319,Store_9318,35331.7,Mid,Low,10,2,100.88,2,Offline,22,7322.82,9925.36,16673.9,Outskirts
9320,Store_9319,98683.8,Large,Low,0,1,758.8,2,Online,73,2925.25,2525.78,4941.5,Outskirts
9321,Store_9320,88468.7,Small,High,2,9,1293.49,2,Online,61,1384.9,8169.09,16737.1,Downtown
9322,Store_9321,37587.8,Small,Low,0,8,1185.12,3,Offline,20,945.95,8103.16,12958.1,Outskirts
9323,Store_9322,28951.9,Large,Mid,7,4,1518.23,3,Online,43,8955.44,1856.79,7035.3,Downtown
9324,Store_9323,65249.5,Large,Mid,9,8,422.96,2,Offline,14,8926.95,326.82,5839.06,Outskirts
9325,Store_9324,26890.4,Small,Mid,9,0,1724.1,1,Offline,36,6785.78,3087.8,10026.6,Outskirts
9326,Store_9325,96633.9,Large,Low,9,8,122.42,3,Offline,52,5603.84,2327.27,10767.2,Downtown
9327,Store_9326,57601.1,Mid,High,2,4,679.36,2,Online,6,4859.01,2128.65,8911.42,Downtown
9328,Store_9327,81008.1,Large,Mid,2,3,1972.44,3,Offline,62,806.15,4926.83,8913.62,Downtown
9329,Store_9328,9193.58,Large,High,8,0,1839.12,2,Offline,21,8601.51,6447.12,8645.21,Outskirts
9330,Store_9329,48438.9,Mid,Mid,1,3,404.67,3,Online,100,8024.81,273.61,10741.0,Downtown
9331,Store_9330,4375.6,Mid,Low,3,8,148.87,3,Online,67,8609.3,3063.62,16150.3,Downtown
9332,Store_9331,47697.1,Small,High,5,9,1513.8,1,Online,58,7083.87,7990.97,18246.6,Outskirts
9333,Store_9332,95053.3,Small,Mid,3,9,1003.57,3,Offline,56,144.81,3459.91,10910.9,Downtown
9334,Store_9333,52303.3,Mid,Low,2,2,1145.21,1,Online,75,6671.01,931.15,13262.9,Outskirts
9335,Store_9334,18027.7,Mid,Low,2,4,929.72,1,Offline,100,5260.28,6211.45,12924.1,Outskirts
9336,Store_9335,93025.2,Large,Low,9,4,1243.7,3,Online,32,1847.44,9229.65,7346.7,Downtown
9337,Store_9336,87076.3,Large,Mid,6,2,768.01,1,Offline,23,2609.6,5608.01,4743.39,Outskirts
9338,Store_9337,31388.3,Small,High,2,1,289.41,1,Online,36,7174.89,5033.45,6055.07,Outskirts
9339,Store_9338,15365.5,Small,Mid,4,4,1322.35,1,Offline,27,1426.79,8641.34,18834.0,Outskirts
